student_id,vle_engagement_score,entrepreneurial_grit_index,innovation_credits_completed,competitions_participated,competitions_won,portfolio_achievement_scale,skills_possessed,skills_seeking,competition_history,has_startup,startup_industry,semantic_pitch_statement,tech_readiness_level_trl,mentorship_hours,founder_idea_fit_score,market_readiness_score,team_size,patents_filed,technology_transfers_completed,revenue_generated_usd,seed_funding_received,startup_achievement,startup_achievement_scale,investor_details,success_prediction_label
STU00453,392,5,12,8,5,9.2,DevOps,Computer Vision | Node.js,Product Design Sprint | Inter-College Innovation Challenge | Climate Action Hackathon | Smart India Hackathon (SIH) | IEEE Paper Presentation | Social Entrepreneurship Challenge | Data Science Olympiad | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00454,282,3,10,4,2,4.8,Python | iOS Development | UI/UX Design,Embedded Systems,Data Science Olympiad | National Hackathon | State-Level Startup Pitch | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00455,335,3.3,1,7,7,10,Node.js | DevOps | Cybersecurity,Machine Learning | iOS Development,Inter-College Innovation Challenge | Climate Action Hackathon | Data Science Olympiad | Social Entrepreneurship Challenge | Campus Ideathon | Smart India Hackathon (SIH) | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00456,330,5.9,7,9,7,10,Natural Language Processing | Blockchain | Django | Business Analytics,Cybersecurity | React.js | Python,Product Design Sprint | Social Entrepreneurship Challenge | IEEE Paper Presentation | National Hackathon | Data Science Olympiad | Campus Ideathon | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00457,386,4.2,11,6,4,7.6,Python | Cloud Computing | Natural Language Processing | UI/UX Design,Embedded Systems,State-Level Startup Pitch | IEEE Paper Presentation | Smart India Hackathon (SIH) | Climate Action Hackathon | Data Science Olympiad | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00458,212,6.5,0,5,3,5.4,Android Development | Cloud Computing | React.js | Cybersecurity,Blockchain | Computer Vision,National Hackathon | Social Entrepreneurship Challenge | Campus Ideathon | IEEE Paper Presentation | State-Level Startup Pitch,1,LegalTech,We solve poor financial literacy among youth for low-income urban households by building a gamified financial literacy learning app in the LegalTech sector.,7,59,0.94,0.34,6,2,1,0,1,Reached ₹5 Lakh Monthly Recurring Revenue,9.8,Corporate Innovation Arm,1
STU00459,342,1.9,2,1,1,2.5,Python,DevOps | Embedded Systems,Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00460,297,6.1,5,1,0,1.5,Data Analysis | Cybersecurity,IoT | Natural Language Processing,Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00461,146,5.4,7,1,0,1.7,React.js,UI/UX Design | Django | Android Development,Social Entrepreneurship Challenge,1,EdTech,We solve fragmented agricultural market data for senior citizens by building an IoT sensor network with real-time alerts in the EdTech sector.,1,83,0.74,0.77,8,0,0,0,0,Featured in YourStory Startup Edition,4.2,Bootstrapped,0
STU00462,97,4,9,1,1,3.1,Blockchain | Django | Android Development | Machine Learning,IoT,Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00463,266,1.2,5,11,2,5.4,Django | iOS Development | AR/VR Development,Natural Language Processing | Python | DevOps,Product Design Sprint | Data Science Olympiad | State-Level Startup Pitch | Climate Action Hackathon | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | National Hackathon | Campus Ideathon | Smart India Hackathon (SIH) | IEEE Paper Presentation,1,LogisticsTech,We solve poor financial literacy among youth for school teachers in tier-3 districts by building a conversational AI patient triage assistant in the LogisticsTech sector.,1,29,0.58,0.44,8,0,0,0,0,Secured Letter of Intent from Industry Partner,3.7,Bootstrapped,0
STU00464,182,6.6,4,7,7,10,Python | Machine Learning | Blockchain | IoT,UI/UX Design | React.js,IEEE Paper Presentation | Campus Ideathon | State-Level Startup Pitch | Climate Action Hackathon | Data Science Olympiad | Product Design Sprint | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00465,141,4.4,4,2,0,1.6,Natural Language Processing,AR/VR Development,Social Entrepreneurship Challenge | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00466,160,5.4,10,0,0,1.8,AR/VR Development,Blockchain | Node.js,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00467,166,6.3,1,10,5,8.6,Python | Computer Vision,Blockchain | Cybersecurity,Inter-College Innovation Challenge | Data Science Olympiad | Smart India Hackathon (SIH) | Campus Ideathon | IEEE Paper Presentation | Product Design Sprint | National Hackathon | Social Entrepreneurship Challenge | Climate Action Hackathon | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00468,336,4.3,6,6,6,9.6,Natural Language Processing,UI/UX Design,Smart India Hackathon (SIH) | Campus Ideathon | Product Design Sprint | Climate Action Hackathon | IEEE Paper Presentation | Social Entrepreneurship Challenge,1,EdTech,We solve manual compliance reporting in hospitals for low-income urban households by building a computer-vision quality inspection tool in the EdTech sector.,4,13,0.86,0.49,3,0,0,0,0,Won Best DeepTech Prototype at National Hackathon,5.5,Bootstrapped,0
STU00469,238,4.4,3,0,0,1.2,Data Analysis | Python | Natural Language Processing | Django,IoT | AR/VR Development,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00470,318,4.1,5,8,8,10,UI/UX Design | IoT,AR/VR Development | Computer Vision | Cloud Computing,State-Level Startup Pitch | Inter-College Innovation Challenge | IEEE Paper Presentation | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | National Hackathon | Data Science Olympiad | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00471,393,4.6,4,9,6,9.9,Data Analysis | Machine Learning | Business Analytics | UI/UX Design,Android Development,IEEE Paper Presentation | Smart India Hackathon (SIH) | Product Design Sprint | Campus Ideathon | Data Science Olympiad | Inter-College Innovation Challenge | Social Entrepreneurship Challenge | Climate Action Hackathon | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00472,87,1.1,2,8,0,2.4,iOS Development | Computer Vision,DevOps | Data Analysis | Node.js,Data Science Olympiad | Inter-College Innovation Challenge | Social Entrepreneurship Challenge | National Hackathon | Climate Action Hackathon | Campus Ideathon | State-Level Startup Pitch | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00473,498,4.2,4,10,10,10,AR/VR Development | Natural Language Processing | Django,Cloud Computing,State-Level Startup Pitch | National Hackathon | Inter-College Innovation Challenge | Social Entrepreneurship Challenge | Campus Ideathon | IEEE Paper Presentation | Data Science Olympiad | Smart India Hackathon (SIH) | Climate Action Hackathon | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00474,354,1.1,9,7,2,5.2,Cloud Computing,Django | Blockchain | Embedded Systems,Smart India Hackathon (SIH) | Inter-College Innovation Challenge | Social Entrepreneurship Challenge | National Hackathon | IEEE Paper Presentation | Campus Ideathon | State-Level Startup Pitch,1,RetailTech,We solve inadequate early flood warning systems for rural farmers by building a gamified financial literacy learning app in the RetailTech sector.,7,54,0.55,0.9,4,2,1,0,1,Secured Letter of Intent from Industry Partner,9.9,Corporate Innovation Arm,1
STU00475,429,4.3,3,4,0,1.8,iOS Development,Android Development,Social Entrepreneurship Challenge | State-Level Startup Pitch | Smart India Hackathon (SIH) | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00476,251,1.9,11,6,2,5.2,UI/UX Design | Android Development | Data Analysis | Natural Language Processing,DevOps,National Hackathon | Campus Ideathon | Product Design Sprint | IEEE Paper Presentation | Social Entrepreneurship Challenge | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00477,258,1.6,3,1,1,2.6,DevOps | iOS Development,Cloud Computing | Django | Node.js,State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00478,87,2.4,9,8,8,10,Data Engineering | Python,Data Analysis,Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | State-Level Startup Pitch | Product Design Sprint | Campus Ideathon | Inter-College Innovation Challenge | Climate Action Hackathon | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00479,269,2.9,2,12,11,10,Python,Django,Campus Ideathon | Product Design Sprint | National Hackathon | Climate Action Hackathon | State-Level Startup Pitch | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | IEEE Paper Presentation | Data Science Olympiad,1,CleanEnergy,We solve carbon-intensive logistics operations for school teachers in tier-3 districts by building a gamified financial literacy learning app in the CleanEnergy sector.,8,61,0.95,0.72,6,2,0,0,1,Onboarded 500+ Beta Users,9.9,Angel Syndicate (₹25L round),1
STU00480,45,1.7,12,9,4,8.1,Data Engineering | IoT | Embedded Systems,Machine Learning | Django,IEEE Paper Presentation | Inter-College Innovation Challenge | Climate Action Hackathon | Data Science Olympiad | Social Entrepreneurship Challenge | State-Level Startup Pitch | Smart India Hackathon (SIH) | National Hackathon | Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00481,497,5.4,0,12,2,5.2,UI/UX Design | Business Analytics | Data Analysis | Data Engineering,Django | Node.js | AR/VR Development,Climate Action Hackathon | Campus Ideathon | IEEE Paper Presentation | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | Product Design Sprint | State-Level Startup Pitch | Data Science Olympiad | Social Entrepreneurship Challenge | National Hackathon,1,HealthTech,We solve poor financial literacy among youth for school teachers in tier-3 districts by building a gamified financial literacy learning app in the HealthTech sector.,6,32,0.84,0.39,8,0,0,0,0,Awarded BIRAC BIG Grant,6.7,University Seed Fund,1
STU00482,353,6.3,5,3,0,1.8,Natural Language Processing,Cloud Computing,IEEE Paper Presentation | Social Entrepreneurship Challenge | Data Science Olympiad,1,AgriTech,We solve poor financial literacy among youth for early-stage startup founders by building a blockchain-backed traceability ledger in the AgriTech sector.,9,68,0.75,0.91,7,1,1,32084,1,Filed Provisional Patent,9.1,Corporate Innovation Arm,1
STU00483,323,1.2,3,9,0,2.6,AR/VR Development | Node.js | IoT | UI/UX Design,Machine Learning | Django,State-Level Startup Pitch | Social Entrepreneurship Challenge | Climate Action Hackathon | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | Product Design Sprint | Data Science Olympiad | IEEE Paper Presentation | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00484,380,6.6,9,0,0,1.7,DevOps | UI/UX Design,Cybersecurity | iOS Development | Data Engineering,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00485,115,4.5,7,2,2,4.3,DevOps | IoT,Natural Language Processing | Django | Computer Vision,National Hackathon | Data Science Olympiad,1,EdTech,We solve poor financial literacy among youth for environmental compliance officers by building a blockchain-backed traceability ledger in the EdTech sector.,8,73,0.73,0.78,3,2,0,0,1,Awarded BIRAC BIG Grant,9.9,Tier-1 VC Partner (₹1Cr seed),0
STU00486,248,1.6,3,3,1,2.9,Python | UI/UX Design | Data Analysis,Business Analytics | Node.js,National Hackathon | Product Design Sprint | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00487,227,1.4,7,9,9,10,Blockchain,Django | React.js,Product Design Sprint | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | Campus Ideathon | IEEE Paper Presentation | Climate Action Hackathon | Data Science Olympiad | Inter-College Innovation Challenge | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00488,383,6.2,10,9,4,8,Cybersecurity | Cloud Computing,Data Analysis | UI/UX Design,State-Level Startup Pitch | Data Science Olympiad | Product Design Sprint | National Hackathon | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | Climate Action Hackathon | Campus Ideathon | Social Entrepreneurship Challenge,1,CleanEnergy,We solve inadequate early flood warning systems for environmental compliance officers by building a blockchain-backed traceability ledger in the CleanEnergy sector.,5,56,0.94,0.32,8,0,0,0,1,Completed DST-NIDHI PRAYAS Grant,7.5,Government TIDE 2.0 Grant,1
STU00489,142,6.9,0,9,9,10,Cloud Computing | Node.js,UI/UX Design,Campus Ideathon | Climate Action Hackathon | State-Level Startup Pitch | Smart India Hackathon (SIH) | Product Design Sprint | Data Science Olympiad | Inter-College Innovation Challenge | National Hackathon | Social Entrepreneurship Challenge,1,HRTech,We solve carbon-intensive logistics operations for school teachers in tier-3 districts by building a federated machine learning recommendation system in the HRTech sector.,9,50,1,0.43,5,2,2,91318,1,Featured in YourStory Startup Edition,9,Corporate Innovation Arm,1
STU00490,201,5.4,6,12,0,3.3,iOS Development,Cloud Computing,Inter-College Innovation Challenge | Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | Data Science Olympiad | Product Design Sprint | National Hackathon | Campus Ideathon | State-Level Startup Pitch | IEEE Paper Presentation | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00491,361,6.1,7,5,3,5.9,Data Engineering | Natural Language Processing | Business Analytics | Python,DevOps,State-Level Startup Pitch | National Hackathon | Inter-College Innovation Challenge | IEEE Paper Presentation | Campus Ideathon,1,LegalTech,We solve fragmented agricultural market data for senior citizens by building a no-code automation workflow engine in the LegalTech sector.,5,99,0.83,0.47,4,0,0,0,1,Awarded BIRAC BIG Grant,7.5,Government TIDE 2.0 Grant,0
STU00492,116,7,5,0,0,1.4,React.js,Embedded Systems | Machine Learning,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00493,244,3.9,11,12,6,10,iOS Development | Cloud Computing | Node.js | Computer Vision,Embedded Systems | Blockchain | DevOps,Data Science Olympiad | National Hackathon | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | Campus Ideathon | Product Design Sprint | IEEE Paper Presentation | State-Level Startup Pitch | Climate Action Hackathon | Social Entrepreneurship Challenge,1,AgriTech,We solve inaccessible legal aid for low-income families for government health workers by building an AI-driven predictive analytics dashboard in the AgriTech sector.,2,19,0.82,0.5,7,0,0,0,0,Won Best DeepTech Prototype at National Hackathon,4.4,Bootstrapped,0
STU00494,470,3.8,3,1,0,1.4,Android Development | Cloud Computing | IoT | Cybersecurity,Django | AR/VR Development,Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00495,297,4.1,12,9,8,10,IoT | AR/VR Development,Natural Language Processing | Data Analysis | Blockchain,Data Science Olympiad | National Hackathon | Social Entrepreneurship Challenge | IEEE Paper Presentation | State-Level Startup Pitch | Smart India Hackathon (SIH) | Product Design Sprint | Climate Action Hackathon | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00496,442,3,5,11,1,4.2,Embedded Systems | DevOps | Blockchain | Machine Learning,Django | AR/VR Development | Android Development,Social Entrepreneurship Challenge | IEEE Paper Presentation | Campus Ideathon | National Hackathon | Product Design Sprint | Data Science Olympiad | Inter-College Innovation Challenge | State-Level Startup Pitch | Climate Action Hackathon | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00497,354,6.5,10,6,0,2.7,Natural Language Processing | UI/UX Design,Python | Cloud Computing | IoT,Data Science Olympiad | Inter-College Innovation Challenge | National Hackathon | IEEE Paper Presentation | Social Entrepreneurship Challenge | Climate Action Hackathon,1,HealthTech,We solve inefficient supply chain visibility for first-generation college students by building a blockchain-backed traceability ledger in the HealthTech sector.,4,53,0.77,0.76,8,0,0,0,0,Reached ₹5 Lakh Monthly Recurring Revenue,5.4,Bootstrapped,1
STU00498,199,6,4,12,2,5.5,Node.js,Django,State-Level Startup Pitch | IEEE Paper Presentation | Data Science Olympiad | Social Entrepreneurship Challenge | Campus Ideathon | Product Design Sprint | Inter-College Innovation Challenge | Climate Action Hackathon | Smart India Hackathon (SIH) | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00499,366,2.8,3,10,6,9.9,Django,Node.js | Data Engineering,Inter-College Innovation Challenge | National Hackathon | IEEE Paper Presentation | Product Design Sprint | Smart India Hackathon (SIH) | State-Level Startup Pitch | Data Science Olympiad | Climate Action Hackathon | Campus Ideathon | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00500,137,1.1,10,2,1,3.3,Embedded Systems,Node.js,National Hackathon | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00501,22,6.4,6,9,8,10,Node.js | DevOps | Cybersecurity,Natural Language Processing,Climate Action Hackathon | State-Level Startup Pitch | Data Science Olympiad | IEEE Paper Presentation | Product Design Sprint | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | National Hackathon,1,LogisticsTech,We solve manual compliance reporting in hospitals for senior citizens by building a blockchain-backed traceability ledger in the LogisticsTech sector.,5,48,1,0.49,8,0,0,0,1,Secured Letter of Intent from Industry Partner,7.4,Government TIDE 2.0 Grant,0
STU00502,226,3.4,8,3,2,4.5,Cybersecurity | IoT,Data Analysis | UI/UX Design | Natural Language Processing,Inter-College Innovation Challenge | Data Science Olympiad | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00503,279,4.2,0,12,4,7.6,iOS Development,UI/UX Design | Data Engineering | Node.js,Product Design Sprint | Campus Ideathon | State-Level Startup Pitch | Climate Action Hackathon | IEEE Paper Presentation | Data Science Olympiad | Smart India Hackathon (SIH) | National Hackathon | Inter-College Innovation Challenge | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00504,208,1.3,2,12,0,3,Node.js | Embedded Systems | Data Engineering,React.js | Machine Learning,IEEE Paper Presentation | Data Science Olympiad | Smart India Hackathon (SIH) | State-Level Startup Pitch | Campus Ideathon | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Climate Action Hackathon | Product Design Sprint | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00505,92,6.7,7,12,11,10,IoT,Cybersecurity,Smart India Hackathon (SIH) | IEEE Paper Presentation | Data Science Olympiad | Climate Action Hackathon | State-Level Startup Pitch | Social Entrepreneurship Challenge | Product Design Sprint | Campus Ideathon | National Hackathon | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00506,284,1.4,7,2,2,4.3,Embedded Systems | Computer Vision | Data Engineering | Blockchain,Machine Learning | Business Analytics,State-Level Startup Pitch | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00507,50,6.5,9,11,10,10,Cloud Computing,Node.js,Campus Ideathon | Data Science Olympiad | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Product Design Sprint | Smart India Hackathon (SIH) | National Hackathon | Climate Action Hackathon | State-Level Startup Pitch | IEEE Paper Presentation,1,CivicTech,We solve fragmented agricultural market data for logistics managers in emerging markets by building a peer-to-peer micro-mentorship application in the CivicTech sector.,6,91,1,0.87,4,0,0,0,1,Selected for Atal Incubation Mission,8.1,University Seed Fund,0
STU00508,334,2.2,7,9,3,6.5,DevOps,IoT,IEEE Paper Presentation | Climate Action Hackathon | Campus Ideathon | Social Entrepreneurship Challenge | State-Level Startup Pitch | National Hackathon | Smart India Hackathon (SIH) | Data Science Olympiad | Inter-College Innovation Challenge,1,EdTech,We solve carbon-intensive logistics operations for first-generation college students by building a blockchain-backed traceability ledger in the EdTech sector.,7,21,0.65,0.78,7,3,0,0,0,Completed DST-NIDHI PRAYAS Grant,8.2,University Seed Fund,1
STU00509,308,2.5,7,1,0,1.7,Node.js,React.js,Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00510,424,5.9,1,5,2,4.2,Cybersecurity | Business Analytics | DevOps | Computer Vision,Android Development | Natural Language Processing | Node.js,Data Science Olympiad | Smart India Hackathon (SIH) | Climate Action Hackathon | National Hackathon | Campus Ideathon,1,SpaceTech,We solve carbon-intensive logistics operations for government health workers by building a blockchain-backed traceability ledger in the SpaceTech sector.,3,6,0.79,0.91,8,0,0,0,0,Accepted into IIT Incubation Centre,5.5,Bootstrapped,0
STU00511,399,3.2,9,12,4,8.3,Python | Cloud Computing | Computer Vision | Blockchain,DevOps | Cybersecurity | IoT,Smart India Hackathon (SIH) | Inter-College Innovation Challenge | State-Level Startup Pitch | Campus Ideathon | Climate Action Hackathon | IEEE Paper Presentation | Data Science Olympiad | National Hackathon | Product Design Sprint | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00512,365,1.6,9,9,8,10,iOS Development,Machine Learning | UI/UX Design,Data Science Olympiad | Social Entrepreneurship Challenge | IEEE Paper Presentation | Product Design Sprint | Campus Ideathon | State-Level Startup Pitch | Climate Action Hackathon | National Hackathon | Inter-College Innovation Challenge,1,BioTech,We solve inadequate early flood warning systems for school teachers in tier-3 districts by building an IoT sensor network with real-time alerts in the BioTech sector.,9,76,0.76,0.84,3,3,3,103503,1,Featured in YourStory Startup Edition,9.8,Tier-1 VC Partner (₹1Cr seed),1
STU00513,135,2.7,9,3,2,4.6,Natural Language Processing | Machine Learning | Computer Vision | Business Analytics,Cloud Computing | Django,Social Entrepreneurship Challenge | Product Design Sprint | Data Science Olympiad,1,CleanEnergy,We solve lack of affordable mental health access for small business owners by building a federated machine learning recommendation system in the CleanEnergy sector.,6,96,0.67,0.67,7,0,0,0,1,Secured Letter of Intent from Industry Partner,8.5,Tier-1 VC Partner (₹1Cr seed),0
STU00514,167,1,1,2,1,2.6,Machine Learning,UI/UX Design | IoT,Inter-College Innovation Challenge | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00515,413,5.8,1,4,1,2.9,Node.js | DevOps,UI/UX Design,Campus Ideathon | Social Entrepreneurship Challenge | National Hackathon | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00516,496,4.5,3,2,1,2.7,DevOps,Business Analytics | Android Development,State-Level Startup Pitch | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00517,98,4.1,6,7,3,6.1,Machine Learning,Android Development | Python | AR/VR Development,Climate Action Hackathon | State-Level Startup Pitch | Campus Ideathon | National Hackathon | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00518,365,5.7,10,4,0,2.4,iOS Development | Business Analytics | Data Engineering,Cybersecurity | Cloud Computing | DevOps,State-Level Startup Pitch | National Hackathon | Campus Ideathon | Climate Action Hackathon,1,BioTech,We solve high student dropout rates in rural areas for government health workers by building a computer-vision quality inspection tool in the BioTech sector.,5,66,0.75,0.56,4,0,0,0,1,Onboarded 500+ Beta Users,7.7,Government TIDE 2.0 Grant,0
STU00519,480,2.4,6,8,7,10,IoT | Computer Vision | Android Development,Cybersecurity | Natural Language Processing,IEEE Paper Presentation | Climate Action Hackathon | Campus Ideathon | Data Science Olympiad | National Hackathon | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00520,55,3.9,4,1,1,2.7,Cloud Computing | Blockchain | Embedded Systems,Python | React.js,Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00521,22,2.3,5,11,5,9,iOS Development | Python | Natural Language Processing | Android Development,Cybersecurity | Data Analysis,Data Science Olympiad | IEEE Paper Presentation | Social Entrepreneurship Challenge | National Hackathon | Inter-College Innovation Challenge | Climate Action Hackathon | State-Level Startup Pitch | Product Design Sprint | Smart India Hackathon (SIH) | Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00522,21,1.3,3,3,1,2.9,Cloud Computing,Data Engineering,State-Level Startup Pitch | Inter-College Innovation Challenge | Data Science Olympiad,1,LogisticsTech,We solve inaccessible legal aid for low-income families for senior citizens by building a peer-to-peer micro-mentorship application in the LogisticsTech sector.,8,85,0.46,0.68,8,2,0,0,1,Accepted into IIT Incubation Centre,9.4,Corporate Innovation Arm,1
STU00523,491,4.1,1,1,0,1.2,Cloud Computing,Data Analysis,Smart India Hackathon (SIH),1,RetailTech,We solve untapped renewable energy in tier-2 cities for logistics managers in emerging markets by building a blockchain-backed traceability ledger in the RetailTech sector.,6,33,0.7,0.85,7,0,0,0,0,Selected for Atal Incubation Mission,6.2,Bootstrapped,0
STU00524,404,2.2,11,1,0,2,Computer Vision | Cybersecurity | Business Analytics,Cloud Computing | Node.js | UI/UX Design,Product Design Sprint,1,LegalTech,We solve untapped renewable energy in tier-2 cities for rural farmers by building a no-code automation workflow engine in the LegalTech sector.,3,7,0.54,0.68,3,0,0,0,0,Completed DST-NIDHI PRAYAS Grant,4.5,Bootstrapped,0
STU00525,409,3.9,5,1,1,2.7,Blockchain | iOS Development,Cybersecurity | Data Engineering,Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00526,57,2.9,2,12,8,10,DevOps | UI/UX Design | iOS Development,Business Analytics,National Hackathon | Campus Ideathon | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | IEEE Paper Presentation | Product Design Sprint | Data Science Olympiad | State-Level Startup Pitch | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00527,226,1.2,10,4,1,3.6,React.js | Embedded Systems | Data Engineering | Cybersecurity,Business Analytics | IoT,Social Entrepreneurship Challenge | Product Design Sprint | State-Level Startup Pitch | IEEE Paper Presentation,1,LegalTech,We solve fragmented agricultural market data for school teachers in tier-3 districts by building a conversational AI patient triage assistant in the LegalTech sector.,8,66,0.57,0.97,1,1,1,33593,1,Completed DST-NIDHI PRAYAS Grant,9.1,Corporate Innovation Arm,0
STU00528,168,1.1,12,7,2,5.4,Android Development | React.js | Data Analysis | Cybersecurity,DevOps,Campus Ideathon | Smart India Hackathon (SIH) | Climate Action Hackathon | State-Level Startup Pitch | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00529,467,2.1,7,5,0,2.3,Node.js | React.js | IoT | DevOps,UI/UX Design | Embedded Systems | Machine Learning,IEEE Paper Presentation | Campus Ideathon | Social Entrepreneurship Challenge | Climate Action Hackathon | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00530,392,3.9,7,7,1,3.8,React.js | Embedded Systems | Machine Learning,Android Development | Natural Language Processing | Data Analysis,Campus Ideathon | Data Science Olympiad | Product Design Sprint | Climate Action Hackathon | Social Entrepreneurship Challenge | State-Level Startup Pitch | Inter-College Innovation Challenge,1,EdTech,We solve inefficient supply chain visibility for environmental compliance officers by building a peer-to-peer micro-mentorship application in the EdTech sector.,9,62,0.7,0.72,5,3,1,43433,1,Secured Letter of Intent from Industry Partner,9.3,Tier-1 VC Partner (₹1Cr seed),1
